Name,job title,headline,summary,keywords,educations,experiences,skills,disqualified,candidate_profile,score
Candidate 151,qa engineer - manual,,,,quality assurement qa / diplomado at ciisa (n/a to n/a)  | ingeniero informática at universidad inacap (n/a to n/a),tsoft spa / analista qa sr at banco consorcio (mar 2022 to n/a)  | tata consultancy at banco bci (jul 2020 to mar 2022),,1,  quality assurement qa / diplomado at ciisa (n/a to n/a)  | ingeniero informática at universidad inacap (n/a to n/a) tsoft spa / analista qa sr at banco consorcio (mar 2022 to n/a)  | tata consultancy at banco bci (jul 2020 to mar 2022) ,0.14192809413083765
Candidate 152,qa engineer - manual,,,,bachelor project management at universidad peruana de ciencias (n/a to n/a),senior software development engineer at evernote (nov 2022 to n/a)  | senior quality assurance engineer at a s s u r a n c e s p e c i a l i s t (aug 2019 to nov 2022)  | senior quality assurance engineer at escuela de postgrado upc (jan 2012 to n/a),software development|quality assurance,1,  bachelor project management at universidad peruana de ciencias (n/a to n/a) senior software development engineer at evernote (nov 2022 to n/a)  | senior quality assurance engineer at a s s u r a n c e s p e c i a l i s t (aug 2019 to nov 2022)  | senior quality assurance engineer at escuela de postgrado upc (jan 2012 to n/a) software development|quality assurance,0.08915046382564176
Candidate 153,lead generator,,,,design at ada itw (apr 2023 to jul 2023)  | bachelor diseño y comunicación visual at university of palermo (aug 2021 to aug 2025),business development executive at cabify (jan 2024 to jun 2024)  | business development specialist at nexla (oct 2023 to jan 2024)  | sales development representative at sellerate ™ (oct 2023 to jun 2024)  | data enrichment specialist at sellerate ™ (sep 2023 to oct 2023)  | data operations at trm labs (jun 2022 to oct 2023)  | data operations at sellerate ™ (jun 2022 to aug 2023)  | customer business specialist at delgado’s confectionery (dec 2019 to may 2022)  | business specialist at bazar (jul 2019 to nov 2019),,1,  design at ada itw (apr 2023 to jul 2023)  | bachelor diseño y comunicación visual at university of palermo (aug 2021 to aug 2025) business development executive at cabify (jan 2024 to jun 2024)  | business development specialist at nexla (oct 2023 to jan 2024)  | sales development representative at sellerate ™ (oct 2023 to jun 2024)  | data enrichment specialist at sellerate ™ (sep 2023 to oct 2023)  | data operations at trm labs (jun 2022 to oct 2023)  | data operations at sellerate ™ (jun 2022 to aug 2023)  | customer business specialist at delgado’s confectionery (dec 2019 to may 2022)  | business specialist at bazar (jul 2019 to nov 2019) ,0.0
Candidate 154,lead generator,,,,,growth specialist at beehive ai (jan 2024 to n/a)  | sales development representative at sdrmax (dec 2023 to jan 2024)  | customer success representative at aps resources international (apr 2023 to dec 2023)  | sales development representative at dreams intercâmbios (jul 2022 to apr 2023)  | vendedora at farm rio (dec 2020 to feb 2022),,1,   growth specialist at beehive ai (jan 2024 to n/a)  | sales development representative at sdrmax (dec 2023 to jan 2024)  | customer success representative at aps resources international (apr 2023 to dec 2023)  | sales development representative at dreams intercâmbios (jul 2022 to apr 2023)  | vendedora at farm rio (dec 2020 to feb 2022) ,0.0
Candidate 155,lead generator,,,,medicine and sales at national university of córdoba (apr 2017 to apr 2019)  | bachelor's ciencias naturales at josé manuel estrada (n/a to n/a),business development executive at kenility (may 2024 to n/a)  | sales development representative at solvo global (may 2023 to may 2024)  | telefonista at nona bettina (oct 2021 to feb 2022)  | operario at cerramientos y estructuras (nov 2019 to aug 2020)  | call center at medical salud (mar 2019 to may 2019)  | encargado de depósito at distribuidora bicentenario (nov 2017 to sep 2018),,1,  medicine and sales at national university of córdoba (apr 2017 to apr 2019)  | bachelor's ciencias naturales at josé manuel estrada (n/a to n/a) business development executive at kenility (may 2024 to n/a)  | sales development representative at solvo global (may 2023 to may 2024)  | telefonista at nona bettina (oct 2021 to feb 2022)  | operario at cerramientos y estructuras (nov 2019 to aug 2020)  | call center at medical salud (mar 2019 to may 2019)  | encargado de depósito at distribuidora bicentenario (nov 2017 to sep 2018) ,0.0
Candidate 156,lead generator,,,,master business and innovation at eada business school (oct 2022 to jun 2023)  | bachelor international business at monterrey institute of technology and higher education (aug 2019 to dec 2023),sales development representative latam at check point software technologies (jul 2023 to n/a)  | sustainability advisor at tennders (jan 2023 to jun 2023)  | insurance sales agent at jiro y asociados agente de seguros y fianzas (jun 2019 to jul 2023),,1,  master business and innovation at eada business school (oct 2022 to jun 2023)  | bachelor international business at monterrey institute of technology and higher education (aug 2019 to dec 2023) sales development representative latam at check point software technologies (jul 2023 to n/a)  | sustainability advisor at tennders (jan 2023 to jun 2023)  | insurance sales agent at jiro y asociados agente de seguros y fianzas (jun 2019 to jul 2023) ,0.0
Candidate 157,qa engineer - manual,,,,"tester manual, qa manual at qa positives (jan 2024 to jan 2024)  |  estudiante, ingeniería informática at central university of venezuela (sep 2016 to may 2018)",tester at proyecto personal (jan 2024 to n/a),quality assurance|microsoft powerpoint,1,"  tester manual, qa manual at qa positives (jan 2024 to jan 2024)  |  estudiante, ingeniería informática at central university of venezuela (sep 2016 to may 2018) tester at proyecto personal (jan 2024 to n/a) quality assurance|microsoft powerpoint",0.32323613395484263
Candidate 158,qa engineer - manual,,,,master profesional at santiago de chile (may 2021 to jul 2021)  |  informatics at universidad tecnológica de chile inacap (mar 2011 to dec 2013)  |   at santiago de chile (mar 2007 to dec 2009),quality assurance engineer at santiago de chile (apr 2022 to n/a)  | quality assurance engineer at automatizador (apr 2019 to apr 2022)  | quality assurance engineer at santiago de chile (jun 2018 to mar 2019)  | quality assurance engineer at santiago de chile (aug 2016 to apr 2018)  | support engineer at santiago de chile (apr 2013 to apr 2016)  | programmer analyst at certiprof (n/a to n/a)  | quality assurance engineer at qa-nova (n/a to n/a),javascript,1,  master profesional at santiago de chile (may 2021 to jul 2021)  |  informatics at universidad tecnológica de chile inacap (mar 2011 to dec 2013)  |   at santiago de chile (mar 2007 to dec 2009) quality assurance engineer at santiago de chile (apr 2022 to n/a)  | quality assurance engineer at automatizador (apr 2019 to apr 2022)  | quality assurance engineer at santiago de chile (jun 2018 to mar 2019)  | quality assurance engineer at santiago de chile (aug 2016 to apr 2018)  | support engineer at santiago de chile (apr 2013 to apr 2016)  | programmer analyst at certiprof (n/a to n/a)  | quality assurance engineer at qa-nova (n/a to n/a) javascript,0.08903758719268776
Candidate 159,qa engineer - manual,,,,,quality assurance analyst at tcit (feb 2023 to jan 2024)  | quality assurance analyst at acl (sep 2022 to feb 2023)  | ingeniería en informática at duoc uc (jan 2018 to dec 2022),,1,   quality assurance analyst at tcit (feb 2023 to jan 2024)  | quality assurance analyst at acl (sep 2022 to feb 2023)  | ingeniería en informática at duoc uc (jan 2018 to dec 2022) ,0.0
Candidate 160,lead generator,,,,"curso intensivo de tele ventas y cobranzas at colegio los nogales (aug 2020 to sep 2020)  |  curso intensivo de neuro ventas at corporacion educativa del prado (apr 2020 to may 2020)  |  técnico en asesoría comercial y operaciones en entidades financieras, técnico en asesoría comercial y operaciones en entidades financieras at servicio nacional de aprendizaje (sena) (mar 2013 to nov 2013)  |  profesional en administración de negocios y finanzas internacionales., profesional en administración de negocios y finanzas internacionales at remington college (jan 2012 to dec 2016)  | bachillerato  at lasallian educational institutions (jan 2004 to dec 2009)",inside sales representative at ifood (nov 2020 to mar 2022)  | gestor de ventas y servicios at velbet agencia de seguros (aug 2017 to feb 2019)  | ejecutivo de ventas y servicios at banco de bogotá (mar 2016 to apr 2017)  | ejecutivo de ventas y servicios at banco de bogotá (jan 2015 to mar 2016)  | ejecutivo de ventas y servicios at banco de bogotá (dec 2013 to dec 2014),business-to-business (b2b)|sales processes,1,"  curso intensivo de tele ventas y cobranzas at colegio los nogales (aug 2020 to sep 2020)  |  curso intensivo de neuro ventas at corporacion educativa del prado (apr 2020 to may 2020)  |  técnico en asesoría comercial y operaciones en entidades financieras, técnico en asesoría comercial y operaciones en entidades financieras at servicio nacional de aprendizaje (sena) (mar 2013 to nov 2013)  |  profesional en administración de negocios y finanzas internacionales., profesional en administración de negocios y finanzas internacionales at remington college (jan 2012 to dec 2016)  | bachillerato  at lasallian educational institutions (jan 2004 to dec 2009) inside sales representative at ifood (nov 2020 to mar 2022)  | gestor de ventas y servicios at velbet agencia de seguros (aug 2017 to feb 2019)  | ejecutivo de ventas y servicios at banco de bogotá (mar 2016 to apr 2017)  | ejecutivo de ventas y servicios at banco de bogotá (jan 2015 to mar 2016)  | ejecutivo de ventas y servicios at banco de bogotá (dec 2013 to dec 2014) business-to-business (b2b)|sales processes",0.0
Candidate 161,qa engineer - manual,,,,"master full stack developer at fullstack academy (dec 2021 to apr 2022)  | master education at andrés bello national university (mar 2019 to mar 2021)  |  design at andrés bello national university (mar 2016 to dec 2016)  |  english and portuguese at university of santiago, chile (mar 2009 to dec 2013)",tester at smartraining (may 2023 to apr 2024)  | developer at incubadora de desafio latam (sep 2022 to dec 2023)  | tester at kimche (jun 2022 to may 2023)  | tester at lionbridge technologies (may 2015 to mar 2022),javascript|react.js,1,"  master full stack developer at fullstack academy (dec 2021 to apr 2022)  | master education at andrés bello national university (mar 2019 to mar 2021)  |  design at andrés bello national university (mar 2016 to dec 2016)  |  english and portuguese at university of santiago, chile (mar 2009 to dec 2013) tester at smartraining (may 2023 to apr 2024)  | developer at incubadora de desafio latam (sep 2022 to dec 2023)  | tester at kimche (jun 2022 to may 2023)  | tester at lionbridge technologies (may 2015 to mar 2022) javascript|react.js",0.0
Candidate 162,qa engineer - manual,,,,diploma en gestion agil de proyectos at intituto profesional aiep (n/a to dec 2012),analista qa at metodología ágil (feb 2022 to jan 2024)  | banco internacional at  (sep 2014 to aug 2019)  | analista qa at  (feb 2013 to sep 2014)  | analista qa at red global (jul 2012 to oct 2012),quality assurance,1,  diploma en gestion agil de proyectos at intituto profesional aiep (n/a to dec 2012) analista qa at metodología ágil (feb 2022 to jan 2024)  | banco internacional at  (sep 2014 to aug 2019)  | analista qa at  (feb 2013 to sep 2014)  | analista qa at red global (jul 2012 to oct 2012) quality assurance,0.15736997489994212
Candidate 163,lead generator,,,,bachiller académico social at colegio maria auxiliadora de chía (n/a to dec 2008),account manager at the knot worldwide (jun 2023 to jun 2024)  | consultora comercial at bag (feb 2022 to dec 2022)  | ejecutiva de cuentas corporativas at mps mayorista de colombia (sep 2018 to mar 2019),,0,  bachiller académico social at colegio maria auxiliadora de chía (n/a to dec 2008) account manager at the knot worldwide (jun 2023 to jun 2024)  | consultora comercial at bag (feb 2022 to dec 2022)  | ejecutiva de cuentas corporativas at mps mayorista de colombia (sep 2018 to mar 2019) ,0.0
Candidate 164,lead generator,,,,industrial engineering and engineering at islamic university of indonesia (jul 2024 to jul 2027)  | high school diploma business administration and management at universidad autónoma de la ciudad de méxico (jan 2016 to dec 2019),sales executive at the call gurus (feb 2024 to n/a)  | business development associate at allied logistics partners (sep 2023 to apr 2024)  | business development representative at allied logistics partners (mar 2021 to sep 2023),,1,  industrial engineering and engineering at islamic university of indonesia (jul 2024 to jul 2027)  | high school diploma business administration and management at universidad autónoma de la ciudad de méxico (jan 2016 to dec 2019) sales executive at the call gurus (feb 2024 to n/a)  | business development associate at allied logistics partners (sep 2023 to apr 2024)  | business development representative at allied logistics partners (mar 2021 to sep 2023) ,0.0
Candidate 165,lead generator,,,,"ciclo formativo de grado superior, ciencia de datos at dev.f (jan 2023 to aug 2024)  | diploma matemáticas y estadística at universidad autónoma metropolitana (jan 2018 to jan 2019)  |  biología, biología molecular at universidad autónoma metropolitana (jan 2018 to jan 2022)",bdr at cloudkitchens (oct 2021 to oct 2023)  | bdr at lamudi méxico (feb 2021 to feb 2022)  | bdr at doctoraliamx (aug 2018 to jul 2020)  | product expert kielh at l'oréal (apr 2017 to nov 2017),,1,"  ciclo formativo de grado superior, ciencia de datos at dev.f (jan 2023 to aug 2024)  | diploma matemáticas y estadística at universidad autónoma metropolitana (jan 2018 to jan 2019)  |  biología, biología molecular at universidad autónoma metropolitana (jan 2018 to jan 2022) bdr at cloudkitchens (oct 2021 to oct 2023)  | bdr at lamudi méxico (feb 2021 to feb 2022)  | bdr at doctoraliamx (aug 2018 to jul 2020)  | product expert kielh at l'oréal (apr 2017 to nov 2017) ",0.0
Candidate 166,lead generator,,,,"administracion internacional de empresas de la hospitalidad, administración/ gestión hotelera at universidad del valle de méxico (jan 2015 to jan 2019)",senior lead at wework latam (may 2024 to n/a)  | sales development senior associate at wework latam (oct 2022 to may 2024)  | customer care coordinator at ef education first (apr 2021 to mar 2022)  | front desk receptionist at central hoteles (mar 2020 to jun 2020)  | human resources trainee at rosewood mayakoba (jul 2018 to jan 2019)  | front desk associate at regus (jun 2016 to nov 2016),,1,"  administracion internacional de empresas de la hospitalidad, administración/ gestión hotelera at universidad del valle de méxico (jan 2015 to jan 2019) senior lead at wework latam (may 2024 to n/a)  | sales development senior associate at wework latam (oct 2022 to may 2024)  | customer care coordinator at ef education first (apr 2021 to mar 2022)  | front desk receptionist at central hoteles (mar 2020 to jun 2020)  | human resources trainee at rosewood mayakoba (jul 2018 to jan 2019)  | front desk associate at regus (jun 2016 to nov 2016) ",0.04444198130606217
Candidate 167,lead generator,,,,"administracion de empresas, administracion de empresas at saint thomas aquinas university (jan 2020 to jan 2024)  |  business at makers fellowship (n/a to jan 2023)",lead generation analyst at listopro (dec 2022 to n/a)  | sales development representative at linked ai (jun 2022 to jun 2023)  | customer pathfinder at la haus (aug 2021 to may 2022),,1,"  administracion de empresas, administracion de empresas at saint thomas aquinas university (jan 2020 to jan 2024)  |  business at makers fellowship (n/a to jan 2023) lead generation analyst at listopro (dec 2022 to n/a)  | sales development representative at linked ai (jun 2022 to jun 2023)  | customer pathfinder at la haus (aug 2021 to may 2022) ",0.06574909961734518
Candidate 168,lead generator,,,,tsu radiocomunicaciones aeronáuticas at inter-university centre for astronomy and astrophysics (mar 2018 to aug 2021),"appointment setter at american income life insurance (mar 2024 to n/a)  | lead generation specialist at premier mortgage consultants of swfl, inc nmls:388211 (oct 2023 to jun 2024)  | virtual assistant at metamax (may 2023 to oct 2023)  | call center representative at access salud, c.a. (may 2022 to may 2023)",,1,"  tsu radiocomunicaciones aeronáuticas at inter-university centre for astronomy and astrophysics (mar 2018 to aug 2021) appointment setter at american income life insurance (mar 2024 to n/a)  | lead generation specialist at premier mortgage consultants of swfl, inc nmls:388211 (oct 2023 to jun 2024)  | virtual assistant at metamax (may 2023 to oct 2023)  | call center representative at access salud, c.a. (may 2022 to may 2023) ",0.06189615356149228
Candidate 169,lead generator,,,,negocios internacionales/comercio internacional at universidad anáhuac méxico norte (jan 2017 to jan 2021),head of international business at snap it go (apr 2023 to apr 2024)  | demand generation specialist at slashdot media (oct 2022 to apr 2023)  | marketing manager at hallosophia (jun 2021 to sep 2022)  | interpreter at languageline solutions (dec 2019 to may 2021),,1,  negocios internacionales/comercio internacional at universidad anáhuac méxico norte (jan 2017 to jan 2021) head of international business at snap it go (apr 2023 to apr 2024)  | demand generation specialist at slashdot media (oct 2022 to apr 2023)  | marketing manager at hallosophia (jun 2021 to sep 2022)  | interpreter at languageline solutions (dec 2019 to may 2021) ,0.0
Candidate 170,lead generator,,,,licenciatura marketing at universidad de guanajuato (apr 2021 to sep 2024),hunter at rappi (mar 2022 to may 2022)  | hunter at rappi (mar 2022 to mar 2024)  | asesor automotriz at renault (feb 2021 to feb 2022)  | supervisor de operaciones at walmart de méxico y centroamérica (mar 2020 to jan 2021)  | key account manager at piña colada agency (mar 2017 to jan 2019),,1,  licenciatura marketing at universidad de guanajuato (apr 2021 to sep 2024) hunter at rappi (mar 2022 to may 2022)  | hunter at rappi (mar 2022 to mar 2024)  | asesor automotriz at renault (feb 2021 to feb 2022)  | supervisor de operaciones at walmart de méxico y centroamérica (mar 2020 to jan 2021)  | key account manager at piña colada agency (mar 2017 to jan 2019) ,0.0
Candidate 171,mid email marketing specialist,,,marketing|design,,senior email marketing specialist at the global assist (mar 2023 to n/a)  | campaign specialist at wunderman thompson (sep 2022 to feb 2023)  | deployment specialist at cheetah digital (oct 2019 to oct 2021)  | customer service representative at dialog direct (may 2019 to aug 2019)  | customer service representative at teleperformance (jul 2017 to apr 2018),audience segmentation,1,   senior email marketing specialist at the global assist (mar 2023 to n/a)  | campaign specialist at wunderman thompson (sep 2022 to feb 2023)  | deployment specialist at cheetah digital (oct 2019 to oct 2021)  | customer service representative at dialog direct (may 2019 to aug 2019)  | customer service representative at teleperformance (jul 2017 to apr 2018) audience segmentation,0.3801591061735422
Candidate 172,lead generator,lead generator,,,higher national diploma  at eth zurich (jul 2019 to may 2022)  | bachelor office technology and management at eth zurich (jul 2016 to aug 2018),virtual assistant at jaad logistics (mar 2019 to n/a)  | administrative assistant at chris abugo & co (aug 2018 to jul 2019)  | administrative assistant at nwokolo & c (feb 2017 to jun 2017),,1,lead generator  higher national diploma  at eth zurich (jul 2019 to may 2022)  | bachelor office technology and management at eth zurich (jul 2016 to aug 2018) virtual assistant at jaad logistics (mar 2019 to n/a)  | administrative assistant at chris abugo & co (aug 2018 to jul 2019)  | administrative assistant at nwokolo & c (feb 2017 to jun 2017) ,0.13280446865891934
Candidate 173,lead generator,,,,,sales development representative at - smelter.ai (jan 2023 to apr 2024)  | sales development representative at callbox (jan 2023 to n/a)  | receptionist at ibis styles botafogo hotel (jan 2022 to may 2022)  | realtor at reliance fund (jan 2022 to oct 2022)  | bilingual consultant at hurb travel (jan 2020 to nov 2021)  | receptionist at mercure arpoador hotel (jan 2020 to apr 2020)  | receptionist at royalty copacabana hotel (jun 2018 to oct 2019)  | receptionist at  (may 2017 to apr 2018)  | chief at bellboy and bellboy (apr 2016 to may 2017),sales|english|oral communication|interpersonal skills|lead qualification|business-to-business (b2b)|sales processes,0,   sales development representative at - smelter.ai (jan 2023 to apr 2024)  | sales development representative at callbox (jan 2023 to n/a)  | receptionist at ibis styles botafogo hotel (jan 2022 to may 2022)  | realtor at reliance fund (jan 2022 to oct 2022)  | bilingual consultant at hurb travel (jan 2020 to nov 2021)  | receptionist at mercure arpoador hotel (jan 2020 to apr 2020)  | receptionist at royalty copacabana hotel (jun 2018 to oct 2019)  | receptionist at  (may 2017 to apr 2018)  | chief at bellboy and bellboy (apr 2016 to may 2017) sales|english|oral communication|interpersonal skills|lead qualification|business-to-business (b2b)|sales processes,0.03694094630809934
Candidate 174,ruby + (golang/rust) engineer,,,rust,bachelor time at university of lagos (aug 2001 to apr 2008),senior product designer at africa prudential (feb 2023 to apr 2024)  | senior product designer at interswitch group (aug 2019 to jan 2023)  | product designer at guaranty trust bank (apr 2015 to jul 2019)  | ui designer at inits (mar 2015 to nov 2018),,1,  bachelor time at university of lagos (aug 2001 to apr 2008) senior product designer at africa prudential (feb 2023 to apr 2024)  | senior product designer at interswitch group (aug 2019 to jan 2023)  | product designer at guaranty trust bank (apr 2015 to jul 2019)  | ui designer at inits (mar 2015 to nov 2018) ,0.0
Candidate 175,ruby + (golang/rust) engineer,,,,graphic design at college for creative studies (aug 1997 to aug 1999),senior product at nerdwallet (nov 2020 to n/a)  | senior product designer at rightpoint (apr 2019 to jun 2020)  | senior product designer at gtb (jun 2018 to apr 2019)  | senior product designer at perficient digital ann (mar 2014 to mar 2018)  | senior product designer at digitas (dec 2012 to mar 2014),,1,  graphic design at college for creative studies (aug 1997 to aug 1999) senior product at nerdwallet (nov 2020 to n/a)  | senior product designer at rightpoint (apr 2019 to jun 2020)  | senior product designer at gtb (jun 2018 to apr 2019)  | senior product designer at perficient digital ann (mar 2014 to mar 2018)  | senior product designer at digitas (dec 2012 to mar 2014) ,0.0
Candidate 176,lead generator,,,,e-commerce  at singularity university (jul 2020 to nov 2020),marketing manager at  (jan 2023 to n/a)  | marketing manager at boyacá pawnshop (oct 2019 to jul 2022)  | customer service training at e. jiménez y asociados (may 2019 to may 2019)  | digital marketing manager at crypto fund (jan 2019 to dec 2021)  | sales junior at acerías de colombia / acesco (feb 2018 to sep 2018)  | junior assistant at marketing genius gym s ocial s kills (jan 2017 to jul 2017)  | event promoter at corona (jan 2017 to jan 2018)  | content lead at compraventa boyaca (may 2016 to n/a),microsoft powerpoint,1,  e-commerce  at singularity university (jul 2020 to nov 2020) marketing manager at  (jan 2023 to n/a)  | marketing manager at boyacá pawnshop (oct 2019 to jul 2022)  | customer service training at e. jiménez y asociados (may 2019 to may 2019)  | digital marketing manager at crypto fund (jan 2019 to dec 2021)  | sales junior at acerías de colombia / acesco (feb 2018 to sep 2018)  | junior assistant at marketing genius gym s ocial s kills (jan 2017 to jul 2017)  | event promoter at corona (jan 2017 to jan 2018)  | content lead at compraventa boyaca (may 2016 to n/a) microsoft powerpoint,0.03712723707420002
Candidate 177,lead generator,,,,licenciatura psicología industrial at universidad mexiquense del bicentenario (jan 2011 to jan 2016),business development manager at experis méxico (jun 2023 to n/a)  | business solutions manager at bedu (mar 2022 to jun 2023)  | inside sales coordinator at bedu (dec 2021 to feb 2022)  | senior sales executive at bedu (jan 2020 to nov 2021)  | coordinator sales at amed (jan 2016 to dec 2019),,1,  licenciatura psicología industrial at universidad mexiquense del bicentenario (jan 2011 to jan 2016) business development manager at experis méxico (jun 2023 to n/a)  | business solutions manager at bedu (mar 2022 to jun 2023)  | inside sales coordinator at bedu (dec 2021 to feb 2022)  | senior sales executive at bedu (jan 2020 to nov 2021)  | coordinator sales at amed (jan 2016 to dec 2019) ,0.0
Candidate 178,lead generator,,,,"certificate management at university of palermo (buenos aires) (jan 2019 to jun 2019)  | certificate leadership and development at university of palermo (buenos aires) (jan 2018 to jun 2018)  | high school diploma  at politecnico mayor andino (n/a to dec 2015)  |  studying, full stack web developer at soyhenry (n/a to mar 2023)",business development specialist at lean solutions group (jun 2024 to n/a)  | lead generation specialist at teleperformance (nov 2022 to jun 2024)  | land acquisition manager at ayala construcciones (feb 2016 to sep 2022),,1,"  certificate management at university of palermo (buenos aires) (jan 2019 to jun 2019)  | certificate leadership and development at university of palermo (buenos aires) (jan 2018 to jun 2018)  | high school diploma  at politecnico mayor andino (n/a to dec 2015)  |  studying, full stack web developer at soyhenry (n/a to mar 2023) business development specialist at lean solutions group (jun 2024 to n/a)  | lead generation specialist at teleperformance (nov 2022 to jun 2024)  | land acquisition manager at ayala construcciones (feb 2016 to sep 2022) ",0.046114918550937765
Candidate 179,lead generator,,,,,business development representative at bluegrace logistics (aug 2024 to n/a)  | sales development representative at rocketlevel (feb 2024 to n/a)  | account executive at rapido solutions group (may 2023 to feb 2024)  | senior sales development representative at paystand (dec 2022 to may 2023)  | sales development representative at paystand (jun 2021 to dec 2022)  | lead generation executive at inventive smi (jan 2021 to jun 2021),,1,   business development representative at bluegrace logistics (aug 2024 to n/a)  | sales development representative at rocketlevel (feb 2024 to n/a)  | account executive at rapido solutions group (may 2023 to feb 2024)  | senior sales development representative at paystand (dec 2022 to may 2023)  | sales development representative at paystand (jun 2021 to dec 2022)  | lead generation executive at inventive smi (jan 2021 to jun 2021) ,0.0447542201947005
Candidate 180,lead generator,,,,bachelor of business administration business administration and management at universidad rafael belloso chacín (jan 2010 to jan 2015),business development specialist at embrace (jun 2022 to jun 2024)  | owner at thomson reuters (jun 2019 to jun 2022)  | sourcing associate and business at united foods (dec 2017 to jul 2019)  | manager at proyecciones bello huerta c.a (jan 2009 to may 2017),,1,  bachelor of business administration business administration and management at universidad rafael belloso chacín (jan 2010 to jan 2015) business development specialist at embrace (jun 2022 to jun 2024)  | owner at thomson reuters (jun 2019 to jun 2022)  | sourcing associate and business at united foods (dec 2017 to jul 2019)  | manager at proyecciones bello huerta c.a (jan 2009 to may 2017) ,0.0
Candidate 181,lead generator,,,,"ingeniería industrial administrador, ingeniero industrial administrador at universidad autónoma de nuevo león (aug 2017 to jun 2022)",lead generation manager at greenapsis (mar 2024 to n/a)  | analista de prospectacion digital at sigma foodservice (oct 2022 to n/a)  | coordinador de operaciones at impulso patrimonial (mar 2021 to dec 2021)  | lider comercial y de experiencia at think workspace (mar 2020 to dec 2022),,1,"  ingeniería industrial administrador, ingeniero industrial administrador at universidad autónoma de nuevo león (aug 2017 to jun 2022) lead generation manager at greenapsis (mar 2024 to n/a)  | analista de prospectacion digital at sigma foodservice (oct 2022 to n/a)  | coordinador de operaciones at impulso patrimonial (mar 2021 to dec 2021)  | lider comercial y de experiencia at think workspace (mar 2020 to dec 2022) ",0.053769140627945286
Candidate 182,lead generator,,,,"licenciatura, mercadotecnia at university of la rioja (jan 2020 to jan 2022)",internet marketing consultant social engine marketing at rise interactive (jun 2023 to may 2024)  | service bdc lead management specialist at nissan motor (nov 2022 to may 2023)  | customer relationship manager support assistant at elogia (viko group) (nov 2021 to nov 2022)  | senior campaign manager at prospect.one (oct 2020 to nov 2021)  | marketing at alcatel mobile (sep 2019 to sep 2020),,1,"  licenciatura, mercadotecnia at university of la rioja (jan 2020 to jan 2022) internet marketing consultant social engine marketing at rise interactive (jun 2023 to may 2024)  | service bdc lead management specialist at nissan motor (nov 2022 to may 2023)  | customer relationship manager support assistant at elogia (viko group) (nov 2021 to nov 2022)  | senior campaign manager at prospect.one (oct 2020 to nov 2021)  | marketing at alcatel mobile (sep 2019 to sep 2020) ",0.045832169595532754
Candidate 183,lead generator,,,,"marketing at unir méxico (oct 2022 to sep 2024)  |  negocios internacionales, negocios internacionales/comercio internacional at universidad la salle (jan 2016 to jan 2020)  | certification business analytics at university of miami (n/a to apr 2024)",sales development representative at bioelements group (may 2024 to n/a)  | sales development representative at jiffy software (sep 2023 to may 2024)  | sales manager at inceptio (sep 2021 to sep 2023)  | marketing at costco méxico (feb 2018 to feb 2020),,1,"  marketing at unir méxico (oct 2022 to sep 2024)  |  negocios internacionales, negocios internacionales/comercio internacional at universidad la salle (jan 2016 to jan 2020)  | certification business analytics at university of miami (n/a to apr 2024) sales development representative at bioelements group (may 2024 to n/a)  | sales development representative at jiffy software (sep 2023 to may 2024)  | sales manager at inceptio (sep 2021 to sep 2023)  | marketing at costco méxico (feb 2018 to feb 2020) ",0.0
Candidate 184,ruby + (golang/rust) engineer,,,,bachelor of business administration entrepreneurship at belmont university (aug 2011 to may 2016),director of design at  (nov 2021 to n/a)  | manager at contour airlines (nov 2016 to sep 2021),,1,  bachelor of business administration entrepreneurship at belmont university (aug 2011 to may 2016) director of design at  (nov 2021 to n/a)  | manager at contour airlines (nov 2016 to sep 2021) ,0.0
Candidate 185,ruby + (golang/rust) engineer,internet technology and systems at shoulda matchers,,ruby|ruby on rails|postgresql,,today full stack developer at local labs (dec 2021 to n/a)  | fullstack developer at iris digital wealth (oct 2020 to n/a)  | internet technology and systems at shoulda matchers (jan 2020 to n/a)  | backend ruby on rails at fractal (oct 2019 to n/a),,1,internet technology and systems at shoulda matchers   today full stack developer at local labs (dec 2021 to n/a)  | fullstack developer at iris digital wealth (oct 2020 to n/a)  | internet technology and systems at shoulda matchers (jan 2020 to n/a)  | backend ruby on rails at fractal (oct 2019 to n/a) ,0.07969253895597643
